Province,fsa,Gender,Age,population
Quebec ,G6C,Female,45 to 49,258
Quebec ,G6C,Female,50 to 54,244
Quebec ,G6C,Female,55 to 59,322
Quebec ,G6C,Female,60 to 64,239
Quebec ,G6C,Female,65 to 69,211
Quebec ,G6C,Female,70 to 74,138
Quebec ,G6C,Female,75 to 79,80
Quebec ,G6C,Female,80 to 84,45
Quebec ,G6C,Female,85 plus,30
Quebec ,G6C,Male,25 to 29,248
Quebec ,G6C,Male,30 to 34,215
Quebec ,G6C,Male,35 to 39,232
Quebec ,G6C,Male,40 to 44,270
Quebec ,G6C,Male,45 to 49,268
Quebec ,G6C,Male,50 to 54,265
Quebec ,G6C,Male,55 to 59,308
Quebec ,G6C,Male,60 to 64,288
Quebec ,G6C,Male,65 to 69,208
Quebec ,G6C,Male,70 to 74,164
Quebec ,G6C,Male,75 to 79,104
Quebec ,G6C,Male,80 to 84,39
Quebec ,G6C,Male,85 plus,19
Quebec ,G6E,Female,25 to 29,374
Quebec ,G6E,Female,30 to 34,421
Quebec ,G6E,Female,35 to 39,430
Quebec ,G6E,Female,40 to 44,463
Quebec ,G6E,Female,45 to 49,380
Quebec ,G6E,Female,50 to 54,395
Quebec ,G6E,Female,55 to 59,509
Quebec ,G6E,Female,60 to 64,499
Quebec ,G6E,Female,65 to 69,458
Quebec ,G6E,Female,70 to 74,383
Quebec ,G6E,Female,75 to 79,286
Quebec ,G6E,Female,80 to 84,201
Quebec ,G6E,Female,85 plus,308
Quebec ,G6E,Male,25 to 29,425
Quebec ,G6E,Male,30 to 34,430
Quebec ,G6E,Male,35 to 39,469
Quebec ,G6E,Male,40 to 44,483
Quebec ,G6E,Male,45 to 49,428
Quebec ,G6E,Male,50 to 54,420
Quebec ,G6E,Male,55 to 59,546
Quebec ,G6E,Male,60 to 64,541
Quebec ,G6E,Male,65 to 69,481
Quebec ,G6E,Male,70 to 74,370
Quebec ,G6E,Male,75 to 79,239
Quebec ,G6E,Male,80 to 84,144
Quebec ,G6E,Male,85 plus,118
Quebec ,G6G,Female,25 to 29,444
Quebec ,G6G,Female,30 to 34,415
Quebec ,G6G,Female,35 to 39,493
Quebec ,G6G,Female,40 to 44,521
Quebec ,G6G,Female,45 to 49,498
Quebec ,G6G,Female,50 to 54,575
Quebec ,G6G,Female,55 to 59,755
Quebec ,G6G,Female,60 to 64,877
Quebec ,G6G,Female,65 to 69,850
Quebec ,G6G,Female,70 to 74,802
Quebec ,G6G,Female,75 to 79,606
Quebec ,G6G,Female,80 to 84,509
Quebec ,G6G,Female,85 plus,667
Quebec ,G6G,Male,25 to 29,499
Quebec ,G6G,Male,30 to 34,446
Quebec ,G6G,Male,35 to 39,471
Quebec ,G6G,Male,40 to 44,569
Quebec ,G6G,Male,45 to 49,510
Quebec ,G6G,Male,50 to 54,548
Quebec ,G6G,Male,55 to 59,770
Quebec ,G6G,Male,60 to 64,834
Quebec ,G6G,Male,65 to 69,818
Quebec ,G6G,Male,70 to 74,758
Quebec ,G6G,Male,75 to 79,506
Quebec ,G6G,Male,80 to 84,336
Quebec ,G6G,Male,85 plus,362
Quebec ,G6H,Female,25 to 29,165
Quebec ,G6H,Female,30 to 34,163
Quebec ,G6H,Female,35 to 39,179
Quebec ,G6H,Female,40 to 44,189
Quebec ,G6H,Female,45 to 49,155
Quebec ,G6H,Female,50 to 54,191
Quebec ,G6H,Female,55 to 59,267
Quebec ,G6H,Female,60 to 64,312
Quebec ,G6H,Female,65 to 69,310
Quebec ,G6H,Female,70 to 74,261
Quebec ,G6H,Female,75 to 79,186
Quebec ,G6H,Female,80 to 84,146
Quebec ,G6H,Female,85 plus,175
Quebec ,G6H,Male,25 to 29,171
Quebec ,G6H,Male,30 to 34,163
Quebec ,G6H,Male,35 to 39,175
Quebec ,G6H,Male,40 to 44,219
Quebec ,G6H,Male,45 to 49,186
Quebec ,G6H,Male,50 to 54,202
Quebec ,G6H,Male,55 to 59,249
Quebec ,G6H,Male,60 to 64,290
Quebec ,G6H,Male,65 to 69,315
Quebec ,G6H,Male,70 to 74,278
Quebec ,G6H,Male,75 to 79,178
Quebec ,G6H,Male,80 to 84,91
Quebec ,G6H,Male,85 plus,72
Quebec ,G6J,Female,25 to 29,280
Quebec ,G6J,Female,30 to 34,296
Quebec ,G6J,Female,35 to 39,384
Quebec ,G6J,Female,40 to 44,421
Quebec ,G6J,Female,45 to 49,378
Quebec ,G6J,Female,50 to 54,341
Quebec ,G6J,Female,55 to 59,391
Quebec ,G6J,Female,60 to 64,398
Quebec ,G6J,Female,65 to 69,354
Quebec ,G6J,Female,70 to 74,221
Quebec ,G6J,Female,75 to 79,143
Quebec ,G6J,Female,80 to 84,63
Quebec ,G6J,Female,85 plus,75
Quebec ,G6J,Male,25 to 29,306
Quebec ,G6J,Male,30 to 34,296
Quebec ,G6J,Male,35 to 39,397
Quebec ,G6J,Male,40 to 44,449
Quebec ,G6J,Male,45 to 49,373
Quebec ,G6J,Male,50 to 54,365
Quebec ,G6J,Male,55 to 59,350
Quebec ,G6J,Male,60 to 64,404
Quebec ,G6J,Male,65 to 69,342
Quebec ,G6J,Male,70 to 74,216
Quebec ,G6J,Male,75 to 79,102
Quebec ,G6J,Male,80 to 84,61
Quebec ,G6J,Male,85 plus,37
Quebec ,G6K,Female,25 to 29,202
Quebec ,G6K,Female,30 to 34,224
Quebec ,G6K,Female,35 to 39,317
Quebec ,G6K,Female,40 to 44,334
Quebec ,G6K,Female,45 to 49,315
Quebec ,G6K,Female,50 to 54,251
Quebec ,G6K,Female,55 to 59,287
Quebec ,G6K,Female,60 to 64,276
Quebec ,G6K,Female,65 to 69,271
Quebec ,G6K,Female,70 to 74,235
Quebec ,G6K,Female,75 to 79,101
Quebec ,G6K,Female,80 to 84,39
Quebec ,G6K,Female,85 plus,45
Quebec ,G6K,Male,25 to 29,209
Quebec ,G6K,Male,30 to 34,232
Quebec ,G6K,Male,35 to 39,302
Quebec ,G6K,Male,40 to 44,380
Quebec ,G6K,Male,45 to 49,309
Quebec ,G6K,Male,50 to 54,262
Quebec ,G6K,Male,55 to 59,299
Quebec ,G6K,Male,60 to 64,225
Quebec ,G6K,Male,65 to 69,284
Quebec ,G6K,Male,70 to 74,245
Quebec ,G6K,Male,75 to 79,91
Quebec ,G6K,Male,80 to 84,29
Quebec ,G6K,Male,85 plus,8
Quebec ,G6L,Female,25 to 29,368
Quebec ,G6L,Female,30 to 34,368
Quebec ,G6L,Female,35 to 39,406
Quebec ,G6L,Female,40 to 44,427
Quebec ,G6L,Female,45 to 49,414
Quebec ,G6L,Female,50 to 54,441
Quebec ,G6L,Female,55 to 59,612
Quebec ,G6L,Female,60 to 64,579
Quebec ,G6L,Female,65 to 69,558
Quebec ,G6L,Female,70 to 74,495
Quebec ,G6L,Female,75 to 79,378
Quebec ,G6L,Female,80 to 84,242
Quebec ,G6L,Female,85 plus,317
Quebec ,G6L,Male,25 to 29,441
Quebec ,G6L,Male,30 to 34,421
Quebec ,G6L,Male,35 to 39,467
Quebec ,G6L,Male,40 to 44,469
Quebec ,G6L,Male,45 to 49,404
Quebec ,G6L,Male,50 to 54,489
Quebec ,G6L,Male,55 to 59,613
Quebec ,G6L,Male,60 to 64,593
Quebec ,G6L,Male,65 to 69,512
Quebec ,G6L,Male,70 to 74,492
Quebec ,G6L,Male,75 to 79,337
Quebec ,G6L,Male,80 to 84,221
Quebec ,G6L,Male,85 plus,172
Quebec ,G6P,Female,25 to 29,694
Quebec ,G6P,Female,30 to 34,638
Quebec ,G6P,Female,35 to 39,739
Quebec ,G6P,Female,40 to 44,770
Quebec ,G6P,Female,45 to 49,701
Quebec ,G6P,Female,50 to 54,895
Quebec ,G6P,Female,55 to 59,1191
Quebec ,G6P,Female,60 to 64,1248
Quebec ,G6P,Female,65 to 69,1280
Quebec ,G6P,Female,70 to 74,1225
Quebec ,G6P,Female,75 to 79,953
Quebec ,G6P,Female,80 to 84,678
Quebec ,G6P,Female,85 plus,997
Quebec ,G6P,Male,25 to 29,870
Quebec ,G6P,Male,30 to 34,807
Quebec ,G6P,Male,35 to 39,847
Quebec ,G6P,Male,40 to 44,854
Quebec ,G6P,Male,45 to 49,737
Quebec ,G6P,Male,50 to 54,834
Quebec ,G6P,Male,55 to 59,1128
Quebec ,G6P,Male,60 to 64,1126
Quebec ,G6P,Male,65 to 69,1136
Quebec ,G6P,Male,70 to 74,1024
Quebec ,G6P,Male,75 to 79,802
Quebec ,G6P,Male,80 to 84,544
Quebec ,G6P,Male,85 plus,550
Quebec ,G6R,Female,25 to 29,98
Quebec ,G6R,Female,30 to 34,128
Quebec ,G6R,Female,35 to 39,160
Quebec ,G6R,Female,40 to 44,195
Quebec ,G6R,Female,45 to 49,165
Quebec ,G6R,Female,50 to 54,141
Quebec ,G6R,Female,55 to 59,173
Quebec ,G6R,Female,60 to 64,154
Quebec ,G6R,Female,65 to 69,126
Quebec ,G6R,Female,70 to 74,122
Quebec ,G6R,Female,75 to 79,80
Quebec ,G6R,Female,80 to 84,43
Quebec ,G6R,Female,85 plus,31
Quebec ,G6R,Male,25 to 29,106
Quebec ,G6R,Male,30 to 34,107
Quebec ,G6R,Male,35 to 39,133
Quebec ,G6R,Male,40 to 44,201
Quebec ,G6R,Male,45 to 49,164
Quebec ,G6R,Male,50 to 54,151
Quebec ,G6R,Male,55 to 59,170
Quebec ,G6R,Male,60 to 64,161
Quebec ,G6R,Male,65 to 69,141
Quebec ,G6R,Male,70 to 74,114
Quebec ,G6R,Male,75 to 79,67
Quebec ,G6R,Male,80 to 84,30
Quebec ,G6R,Male,85 plus,17
Quebec ,G6S,Female,25 to 29,138
Quebec ,G6S,Female,30 to 34,156
Quebec ,G6S,Female,35 to 39,184
Quebec ,G6S,Female,40 to 44,200
Quebec ,G6S,Female,45 to 49,170
Quebec ,G6S,Female,50 to 54,166
Quebec ,G6S,Female,55 to 59,177
Quebec ,G6S,Female,60 to 64,192
Quebec ,G6S,Female,65 to 69,181
Quebec ,G6S,Female,70 to 74,150
Quebec ,G6S,Female,75 to 79,111
Quebec ,G6S,Female,80 to 84,48
Quebec ,G6S,Female,85 plus,35
Quebec ,G6S,Male,25 to 29,131
Quebec ,G6S,Male,30 to 34,135
Quebec ,G6S,Male,35 to 39,156
Quebec ,G6S,Male,40 to 44,175
Quebec ,G6S,Male,45 to 49,145
Quebec ,G6S,Male,50 to 54,123
Quebec ,G6S,Male,55 to 59,162
Quebec ,G6S,Male,60 to 64,170
Quebec ,G6S,Male,65 to 69,170
Quebec ,G6S,Male,70 to 74,144
Quebec ,G6S,Male,75 to 79,94
Quebec ,G6S,Male,80 to 84,44
Quebec ,G6S,Male,85 plus,14
Quebec ,G6T,Female,25 to 29,339
Quebec ,G6T,Female,30 to 34,387
Quebec ,G6T,Female,35 to 39,426
Quebec ,G6T,Female,40 to 44,417
Quebec ,G6T,Female,45 to 49,372
Quebec ,G6T,Female,50 to 54,334
Quebec ,G6T,Female,55 to 59,401
Quebec ,G6T,Female,60 to 64,375
Quebec ,G6T,Female,65 to 69,319
Quebec ,G6T,Female,70 to 74,233
Quebec ,G6T,Female,75 to 79,154
Quebec ,G6T,Female,80 to 84,68
Quebec ,G6T,Female,85 plus,32
Quebec ,G6T,Male,25 to 29,323
Quebec ,G6T,Male,30 to 34,344
Quebec ,G6T,Male,35 to 39,384
Quebec ,G6T,Male,40 to 44,410
Quebec ,G6T,Male,45 to 49,325
Quebec ,G6T,Male,50 to 54,328
Quebec ,G6T,Male,55 to 59,389
Quebec ,G6T,Male,60 to 64,348
Quebec ,G6T,Male,65 to 69,303
Quebec ,G6T,Male,70 to 74,229
Quebec ,G6T,Male,75 to 79,127
Quebec ,G6T,Male,80 to 84,58
Quebec ,G6T,Male,85 plus,37
Quebec ,G6V,Female,25 to 29,997
Quebec ,G6V,Female,30 to 34,807
Quebec ,G6V,Female,35 to 39,822
Quebec ,G6V,Female,40 to 44,812
Quebec ,G6V,Female,45 to 49,802
Quebec ,G6V,Female,50 to 54,935
Quebec ,G6V,Female,55 to 59,1280
Quebec ,G6V,Female,60 to 64,1452
Quebec ,G6V,Female,65 to 69,1406
Quebec ,G6V,Female,70 to 74,1326
Quebec ,G6V,Female,75 to 79,1078
Quebec ,G6V,Female,80 to 84,689
Quebec ,G6V,Female,85 plus,977
Quebec ,G6V,Male,25 to 29,1045
Quebec ,G6V,Male,30 to 34,968
Quebec ,G6V,Male,35 to 39,970
Quebec ,G6V,Male,40 to 44,868
Quebec ,G6V,Male,45 to 49,757
Quebec ,G6V,Male,50 to 54,851
Quebec ,G6V,Male,55 to 59,1237
Quebec ,G6V,Male,60 to 64,1288
Quebec ,G6V,Male,65 to 69,1205
Quebec ,G6V,Male,70 to 74,1123
Quebec ,G6V,Male,75 to 79,795
Quebec ,G6V,Male,80 to 84,550
Quebec ,G6V,Male,85 plus,571
Quebec ,G6W,Female,25 to 29,796
Quebec ,G6W,Female,30 to 34,651
Quebec ,G6W,Female,35 to 39,796
Quebec ,G6W,Female,40 to 44,890
Quebec ,G6W,Female,45 to 49,728
Quebec ,G6W,Female,50 to 54,777
Quebec ,G6W,Female,55 to 59,1036
Quebec ,G6W,Female,60 to 64,992
Quebec ,G6W,Female,65 to 69,926
Quebec ,G6W,Female,70 to 74,866
Quebec ,G6W,Female,75 to 79,591
Quebec ,G6W,Female,80 to 84,376
Quebec ,G6W,Female,85 plus,455
Quebec ,G6W,Male,25 to 29,793
Quebec ,G6W,Male,30 to 34,708
Quebec ,G6W,Male,35 to 39,792
Quebec ,G6W,Male,40 to 44,808
Quebec ,G6W,Male,45 to 49,711
Quebec ,G6W,Male,50 to 54,775
Quebec ,G6W,Male,55 to 59,875
Quebec ,G6W,Male,60 to 64,846
Quebec ,G6W,Male,65 to 69,816
Quebec ,G6W,Male,70 to 74,723
Quebec ,G6W,Male,75 to 79,526
Quebec ,G6W,Male,80 to 84,311
Quebec ,G6W,Male,85 plus,244
Quebec ,G6X,Female,25 to 29,384
Quebec ,G6X,Female,30 to 34,275
Quebec ,G6X,Female,35 to 39,266
Quebec ,G6X,Female,40 to 44,231
Quebec ,G6X,Female,45 to 49,221
Quebec ,G6X,Female,50 to 54,296
Quebec ,G6X,Female,55 to 59,379
Quebec ,G6X,Female,60 to 64,457
Quebec ,G6X,Female,65 to 69,409
Quebec ,G6X,Female,70 to 74,344
Quebec ,G6X,Female,75 to 79,246
Quebec ,G6X,Female,80 to 84,154
Quebec ,G6X,Female,85 plus,200
Quebec ,G6X,Male,25 to 29,449
Quebec ,G6X,Male,30 to 34,327
Quebec ,G6X,Male,35 to 39,286
Quebec ,G6X,Male,40 to 44,269
Quebec ,G6X,Male,45 to 49,299
Quebec ,G6X,Male,50 to 54,255
Quebec ,G6X,Male,55 to 59,361
Quebec ,G6X,Male,60 to 64,422
Quebec ,G6X,Male,65 to 69,342
Quebec ,G6X,Male,70 to 74,290
Quebec ,G6X,Male,75 to 79,216
Quebec ,G6X,Male,80 to 84,116
Quebec ,G6X,Male,85 plus,102
Quebec ,G6Y,Female,25 to 29,197
Quebec ,G6Y,Female,30 to 34,203
Quebec ,G6Y,Female,35 to 39,225
Quebec ,G6Y,Female,40 to 44,224
Quebec ,G6Y,Female,45 to 49,201
Quebec ,G6Y,Female,50 to 54,217
Quebec ,G6Y,Female,55 to 59,279
Quebec ,G6Y,Female,60 to 64,240
Quebec ,G6Y,Female,65 to 69,206
Quebec ,G6Y,Female,70 to 74,167
Quebec ,G6Y,Female,75 to 79,113
Quebec ,G6Y,Female,80 to 84,61
Quebec ,G6Y,Female,85 plus,42
Quebec ,G6Y,Male,25 to 29,185
Quebec ,G6Y,Male,30 to 34,193
Quebec ,G6Y,Male,35 to 39,193
Quebec ,G6Y,Male,40 to 44,225
Quebec ,G6Y,Male,45 to 49,210
Quebec ,G6Y,Male,50 to 54,208
Quebec ,G6Y,Male,55 to 59,256
Quebec ,G6Y,Male,60 to 64,249
Quebec ,G6Y,Male,65 to 69,187
Quebec ,G6Y,Male,70 to 74,164
Quebec ,G6Y,Male,75 to 79,93
Quebec ,G6Y,Male,80 to 84,57
Quebec ,G6Y,Male,85 plus,19
Quebec ,G6Z,Female,25 to 29,651
Quebec ,G6Z,Female,30 to 34,651
Quebec ,G6Z,Female,35 to 39,780
Quebec ,G6Z,Female,40 to 44,1003
Quebec ,G6Z,Female,45 to 49,947
Quebec ,G6Z,Female,50 to 54,906
Quebec ,G6Z,Female,55 to 59,947
Quebec ,G6Z,Female,60 to 64,854
Quebec ,G6Z,Female,65 to 69,721
Quebec ,G6Z,Female,70 to 74,453
Quebec ,G6Z,Female,75 to 79,241
Quebec ,G6Z,Female,80 to 84,130
Quebec ,G6Z,Female,85 plus,89
Quebec ,G6Z,Male,25 to 29,711
Quebec ,G6Z,Male,30 to 34,616
Quebec ,G6Z,Male,35 to 39,741
Quebec ,G6Z,Male,40 to 44,974
Quebec ,G6Z,Male,45 to 49,910
Quebec ,G6Z,Male,50 to 54,912
Quebec ,G6Z,Male,55 to 59,1001
Quebec ,G6Z,Male,60 to 64,870
Quebec ,G6Z,Male,65 to 69,725
Quebec ,G6Z,Male,70 to 74,538
Quebec ,G6Z,Male,75 to 79,291
Quebec ,G6Z,Male,80 to 84,85
Quebec ,G6Z,Male,85 plus,33
Quebec ,G7A,Female,25 to 29,599
Quebec ,G7A,Female,30 to 34,715
Quebec ,G7A,Female,35 to 39,804
Quebec ,G7A,Female,40 to 44,974
Quebec ,G7A,Female,45 to 49,851
Quebec ,G7A,Female,50 to 54,710
Quebec ,G7A,Female,55 to 59,781
Quebec ,G7A,Female,60 to 64,748
Quebec ,G7A,Female,65 to 69,706
Quebec ,G7A,Female,70 to 74,616
Quebec ,G7A,Female,75 to 79,382
Quebec ,G7A,Female,80 to 84,179
Quebec ,G7A,Female,85 plus,143
Quebec ,G7A,Male,25 to 29,588
Quebec ,G7A,Male,30 to 34,641
Quebec ,G7A,Male,35 to 39,872
Quebec ,G7A,Male,40 to 44,983
Quebec ,G7A,Male,45 to 49,850
Quebec ,G7A,Male,50 to 54,763
Quebec ,G7A,Male,55 to 59,812
Quebec ,G7A,Male,60 to 64,763
Quebec ,G7A,Male,65 to 69,705
Quebec ,G7A,Male,70 to 74,634
Quebec ,G7A,Male,75 to 79,363
Quebec ,G7A,Male,80 to 84,183
Quebec ,G7A,Male,85 plus,78
Quebec ,G7B,Female,25 to 29,577
Quebec ,G7B,Female,30 to 34,525
Quebec ,G7B,Female,35 to 39,482
Quebec ,G7B,Female,40 to 44,480
Quebec ,G7B,Female,45 to 49,460
Quebec ,G7B,Female,50 to 54,555
Quebec ,G7B,Female,55 to 59,798
Quebec ,G7B,Female,60 to 64,803
Quebec ,G7B,Female,65 to 69,664
Quebec ,G7B,Female,70 to 74,519
Quebec ,G7B,Female,75 to 79,419
Quebec ,G7B,Female,80 to 84,264
Quebec ,G7B,Female,85 plus,348
Quebec ,G7B,Male,25 to 29,586
Quebec ,G7B,Male,30 to 34,644
Quebec ,G7B,Male,35 to 39,645
Quebec ,G7B,Male,40 to 44,631
Quebec ,G7B,Male,45 to 49,443
Quebec ,G7B,Male,50 to 54,559
Quebec ,G7B,Male,55 to 59,799
Quebec ,G7B,Male,60 to 64,812
Quebec ,G7B,Male,65 to 69,715
Quebec ,G7B,Male,70 to 74,529
Quebec ,G7B,Male,75 to 79,360
Quebec ,G7B,Male,80 to 84,211
Quebec ,G7B,Male,85 plus,172
Quebec ,G7G,Female,25 to 29,443
Quebec ,G7G,Female,30 to 34,406
Quebec ,G7G,Female,35 to 39,560
Quebec ,G7G,Female,40 to 44,566
Quebec ,G7G,Female,45 to 49,507
Quebec ,G7G,Female,50 to 54,532
Quebec ,G7G,Female,55 to 59,660
Quebec ,G7G,Female,60 to 64,717
Quebec ,G7G,Female,65 to 69,617
Quebec ,G7G,Female,70 to 74,486
Quebec ,G7G,Female,75 to 79,340
Quebec ,G7G,Female,80 to 84,211
Quebec ,G7G,Female,85 plus,220
Quebec ,G7G,Male,25 to 29,469
Quebec ,G7G,Male,30 to 34,519
Quebec ,G7G,Male,35 to 39,572
Quebec ,G7G,Male,40 to 44,628
Quebec ,G7G,Male,45 to 49,512
Quebec ,G7G,Male,50 to 54,477
Quebec ,G7G,Male,55 to 59,678
Quebec ,G7G,Male,60 to 64,712
Quebec ,G7G,Male,65 to 69,635
Quebec ,G7G,Male,70 to 74,493
Quebec ,G7G,Male,75 to 79,312
Quebec ,G7G,Male,80 to 84,177
Quebec ,G7G,Male,85 plus,133
Quebec ,G7H,Female,25 to 29,747
Quebec ,G7H,Female,30 to 34,677
Quebec ,G7H,Female,35 to 39,664
Quebec ,G7H,Female,40 to 44,659
Quebec ,G7H,Female,45 to 49,648
Quebec ,G7H,Female,50 to 54,735
Quebec ,G7H,Female,55 to 59,1052
Quebec ,G7H,Female,60 to 64,1300
Quebec ,G7H,Female,65 to 69,1195
Quebec ,G7H,Female,70 to 74,1042
Quebec ,G7H,Female,75 to 79,973
Quebec ,G7H,Female,80 to 84,738
Quebec ,G7H,Female,85 plus,1037
Quebec ,G7H,Male,25 to 29,965
Quebec ,G7H,Male,30 to 34,832
Quebec ,G7H,Male,35 to 39,751
Quebec ,G7H,Male,40 to 44,774
Quebec ,G7H,Male,45 to 49,674
Quebec ,G7H,Male,50 to 54,745
Quebec ,G7H,Male,55 to 59,1057
Quebec ,G7H,Male,60 to 64,1222
Quebec ,G7H,Male,65 to 69,1149
Quebec ,G7H,Male,70 to 74,914
Quebec ,G7H,Male,75 to 79,728
Quebec ,G7H,Male,80 to 84,508
Quebec ,G7H,Male,85 plus,517
Quebec ,G7J,Female,25 to 29,419
Quebec ,G7J,Female,30 to 34,407
Quebec ,G7J,Female,35 to 39,408
Quebec ,G7J,Female,40 to 44,530
Quebec ,G7J,Female,45 to 49,428
Quebec ,G7J,Female,50 to 54,469
Quebec ,G7J,Female,55 to 59,634
Quebec ,G7J,Female,60 to 64,708
Quebec ,G7J,Female,65 to 69,558
Quebec ,G7J,Female,70 to 74,454
Quebec ,G7J,Female,75 to 79,307
Quebec ,G7J,Female,80 to 84,164
Quebec ,G7J,Female,85 plus,139
Quebec ,G7J,Male,25 to 29,443
Quebec ,G7J,Male,30 to 34,446
Quebec ,G7J,Male,35 to 39,465
Quebec ,G7J,Male,40 to 44,497
Quebec ,G7J,Male,45 to 49,393
Quebec ,G7J,Male,50 to 54,448
Quebec ,G7J,Male,55 to 59,602
Quebec ,G7J,Male,60 to 64,658
Quebec ,G7J,Male,65 to 69,543
Quebec ,G7J,Male,70 to 74,469
Quebec ,G7J,Male,75 to 79,281
Quebec ,G7J,Male,80 to 84,163
Quebec ,G7J,Male,85 plus,94
Quebec ,G7K,Female,25 to 29,23
Quebec ,G7K,Female,30 to 34,27
Quebec ,G7K,Female,35 to 39,26
Quebec ,G7K,Female,40 to 44,21
Quebec ,G7K,Female,45 to 49,16
Quebec ,G7K,Female,50 to 54,27
Quebec ,G7K,Female,55 to 59,26
Quebec ,G7K,Female,60 to 64,35
Quebec ,G7K,Female,65 to 69,28
Quebec ,G7K,Female,70 to 74,18
Quebec ,G7K,Female,75 to 79,7
Quebec ,G7K,Female,80 to 84,12
Quebec ,G7K,Female,85 plus,9
Quebec ,G7K,Male,25 to 29,29
Quebec ,G7K,Male,30 to 34,27
Quebec ,G7K,Male,35 to 39,29
Quebec ,G7K,Male,40 to 44,29
Quebec ,G7K,Male,45 to 49,30
Quebec ,G7K,Male,50 to 54,23
Quebec ,G7K,Male,55 to 59,31
Quebec ,G7K,Male,60 to 64,38
Quebec ,G7K,Male,65 to 69,32
Quebec ,G7K,Male,70 to 74,26
Quebec ,G7K,Male,75 to 79,7
Quebec ,G7K,Male,80 to 84,3
Quebec ,G7K,Male,85 plus,1
Quebec ,G7N,Female,25 to 29,136
Quebec ,G7N,Female,30 to 34,216
Quebec ,G7N,Female,35 to 39,227
Quebec ,G7N,Female,40 to 44,240
Quebec ,G7N,Female,45 to 49,159
Quebec ,G7N,Female,50 to 54,188
Quebec ,G7N,Female,55 to 59,252
Quebec ,G7N,Female,60 to 64,254
Quebec ,G7N,Female,65 to 69,199
Quebec ,G7N,Female,70 to 74,160
Quebec ,G7N,Female,75 to 79,99
Quebec ,G7N,Female,80 to 84,49
Quebec ,G7N,Female,85 plus,44
Quebec ,G7N,Male,25 to 29,168
Quebec ,G7N,Male,30 to 34,201
Quebec ,G7N,Male,35 to 39,248
Quebec ,G7N,Male,40 to 44,269
Quebec ,G7N,Male,45 to 49,213
Quebec ,G7N,Male,50 to 54,192
Quebec ,G7N,Male,55 to 59,263
Quebec ,G7N,Male,60 to 64,262
Quebec ,G7N,Male,65 to 69,222
Quebec ,G7N,Male,70 to 74,175
Quebec ,G7N,Male,75 to 79,92
Quebec ,G7N,Male,80 to 84,52
Quebec ,G7N,Male,85 plus,41
Quebec ,G7P,Female,25 to 29,180
Quebec ,G7P,Female,30 to 34,250
Quebec ,G7P,Female,35 to 39,276
Quebec ,G7P,Female,40 to 44,244
Quebec ,G7P,Female,45 to 49,190
Quebec ,G7P,Female,50 to 54,189
Quebec ,G7P,Female,55 to 59,290
Quebec ,G7P,Female,60 to 64,308
Quebec ,G7P,Female,65 to 69,257
Quebec ,G7P,Female,70 to 74,187
Quebec ,G7P,Female,75 to 79,103
Quebec ,G7P,Female,80 to 84,56
Quebec ,G7P,Female,85 plus,54
Quebec ,G7P,Male,25 to 29,202
Quebec ,G7P,Male,30 to 34,221
Quebec ,G7P,Male,35 to 39,294
Quebec ,G7P,Male,40 to 44,263
Quebec ,G7P,Male,45 to 49,201
Quebec ,G7P,Male,50 to 54,216
Quebec ,G7P,Male,55 to 59,302
Quebec ,G7P,Male,60 to 64,325
Quebec ,G7P,Male,65 to 69,320
Quebec ,G7P,Male,70 to 74,226
Quebec ,G7P,Male,75 to 79,135
Quebec ,G7P,Male,80 to 84,63
Quebec ,G7P,Male,85 plus,54
Quebec ,G7S,Female,25 to 29,458
Quebec ,G7S,Female,30 to 34,484
Quebec ,G7S,Female,35 to 39,616
Quebec ,G7S,Female,40 to 44,680
Quebec ,G7S,Female,45 to 49,565
Quebec ,G7S,Female,50 to 54,533
Quebec ,G7S,Female,55 to 59,776
Quebec ,G7S,Female,60 to 64,879
Quebec ,G7S,Female,65 to 69,735
Quebec ,G7S,Female,70 to 74,600
Quebec ,G7S,Female,75 to 79,358
Quebec ,G7S,Female,80 to 84,253
Quebec ,G7S,Female,85 plus,253
Quebec ,G7S,Male,25 to 29,477
Quebec ,G7S,Male,30 to 34,523
Quebec ,G7S,Male,35 to 39,598
Quebec ,G7S,Male,40 to 44,687
Quebec ,G7S,Male,45 to 49,570
Quebec ,G7S,Male,50 to 54,555
Quebec ,G7S,Male,55 to 59,711
Quebec ,G7S,Male,60 to 64,824
Quebec ,G7S,Male,65 to 69,746
Quebec ,G7S,Male,70 to 74,585
Quebec ,G7S,Male,75 to 79,366
Quebec ,G7S,Male,80 to 84,205
Quebec ,G7S,Male,85 plus,144
Quebec ,G7T,Female,25 to 29,55
Quebec ,G7T,Female,30 to 34,68
Quebec ,G7T,Female,35 to 39,64
Quebec ,G7T,Female,40 to 44,54
Quebec ,G7T,Female,45 to 49,41
Quebec ,G7T,Female,50 to 54,42
Quebec ,G7T,Female,55 to 59,62
Quebec ,G7T,Female,60 to 64,50
Quebec ,G7T,Female,65 to 69,31
Quebec ,G7T,Female,70 to 74,29
Quebec ,G7T,Female,75 to 79,19
Quebec ,G7T,Female,80 to 84,10
Quebec ,G7T,Female,85 plus,5
Quebec ,G7T,Male,25 to 29,51
Quebec ,G7T,Male,30 to 34,51
Quebec ,G7T,Male,35 to 39,52
Quebec ,G7T,Male,40 to 44,56
Quebec ,G7T,Male,45 to 49,46
